start	end	text
1044860	1049260	All right, so you might have noticed one thing if the furbity gap forms way too late
1049500	1054620	So in the sixth hour so from six sam to seven it becomes lower probability
1055340	1059180	Even though we had a beautiful reaction from here and we took out
1059660	1061340	The liquidity
1061340	1067180	Anyways, I want to see a losing trade guys. I'm losing my mind over here. Come on. Give me a losing trade
1067740	1070220	This is the first furbity gap that forms in the london
1071020	1073020	We sweep liquidity
1073980	1076540	And we take out this level. This is insanity
1077980	1080700	Hopefully here hopefully we here have a losing trade
1081980	1084300	first inverse
1084380	1085900	Oh my god
1085900	1088220	Guys, I think the video is never going to end
1091420	1096940	There's no furbity gap here actually hopefully guys guys I finally found a losing trade
1098780	1101660	No, no freaking with this this is not a furbity gap
1102540	1108060	Oh my god. I'm losing my mind. I'm losing my mind guys. There's no furbity gap here
1109500	1111820	Okay, finally bro finally
1112140	1114860	God damn it
1115580	1120940	And the reason why we lost this trade was we didn't sweep this significant liquidity over here
1122860	1124860	All right guys, this is gonna be the end
1124860	1130460	We finally found the losing trade. I hope you guys leave a subscribe and if you're watching it into this code
1130620	1135260	I hope you guys enjoyed watching this and learn something from it. I'll see you guys in the next chapter
