start	end	text
302080	307680	create a higher high this tells me there was a liquidity sweep so now what we can do is let's
307680	314160	suppose that you are looking at SMP divergence on a 15 minute time frame once you have the
314160	320640	liquidity sweep right and you see that the other asset or peer could not make a higher high
321360	325920	and this peer let's say made a higher high you drop down to the one minute time frame if you're
325920	331040	looking at at a 15 minute time frame you drop down to one minute time from after liquidity sweep
331040	335360	you wait for market structure shift and you take your entry from the extreme variability gap
335360	343680	it's really that simple so you can see that SMP 500 managed to create a higher high but on NAS100
344320	352720	we could not make a higher high which tells us that the autoflow has shifted into a what into a
352720	360000	bearish trend you want to trade the peer or asset or instrument that has swept the liquidity
360000	365840	right you do not want to trade this you can trade it because the movement is going to be the same
365840	373120	okay so if NAS is going down this should go down as well but I recommend that you trade the peer
373120	377920	or asset that sweeps the liquidity because you are going to get a better risk reward entry
379360	388320	so in a bearish scenario let me move this we have let's suppose
389200	398400	lower low lower high lower high and lower low right and on NAS100 we have lower low
399200	406400	lower high lower low lower high and then we fail to create another lower low
408000	416800	so right here we have divergence SMT divergence all right SMP 500 managed to create a lower low
416800	424800	but on NAS100 we could not create a lower low so what does that tell us what does that tell us
425760	434320	according to marbles all right so it shows that the autoflow or the momentum has now shifted
434320	440400	into a bullish trend okay so we they'd create a lower low on SMP 500 but we could not create it
440400	445760	on NAS100 or similarly if you just switch these pairs right like this or sorry assets
447440	452080	it doesn't matter all right you can trade any one of these pairs you should trade any one of
452080	459200	the pairs or assets that sweep the liquidity right so let me put this here just so you don't
459200	466080	get confused so once you see that NAS100 or any other asset or pair has failed to create a lower
466080	472960	lower lower high you then wait for liquidity sweep on SMP 500 or any other pair or asset that
472960	479280	you're looking at and then you trade that pair or asset that swept the liquidity after the liquidity
479440	483840	sweep you look for mark structure shift on a smaller time frame and then you take your entry
483840	490800	from the extreme family gap or autoblock so i will try to give you guys some examples and i'll
490800	496720	also give you some techniques that you can use with this strategy to increase the wind rate
496720	504560	all right guys so here is example number one i'm looking at your USD and dollar index so when you
504560	509600	for specifically for dollar index when you are going to put it out on your chart it's going to
509600	516800	look like this it's going to be inverted unlike Bitcoin ethereum NAS100 and SMP 500 or any other
516800	523120	correlated pair all right so if you don't want to get confused what you can do is press alt plus
523120	531760	i okay alt plus i on your keyboard and it's going to flip the chart upside down and then
531840	537200	it's just going to make it's it's it's just one confused you anymore so here is an example we
537200	545360	took this trade in the community as well if you're watching it i shaded in the mentors chart channel
545360	555840	of the discord so what did i see here right so as you can see on the euro USD we had this high
555840	564320	rate and we created a higher high higher low and then this right here this right here right
564320	573200	is a liquidity sweep however if you look at it here price did not manage to break this high
574400	582720	right it did not manage to break this high here so what does this tell us now this tells us two
582720	591040	things right that the auto flow has now switched into a bearish trend and over here what you can
591040	596880	see is we have a liquidity sweep right so once you have a liquidity sweep what you can do now is you
596880	603200	can go back to the one minute time frame on your USD right after liquidity sweep and you wait for
603200	610800	market structure shift simple as that so right here what we have is a market structure shift
611760	617120	also we have this structure break right so we have a break of structure as well this right here is
617120	624160	an extreme ferrability gap level that you can look for for an entry you can take your entry
624160	629120	from this extreme ferrability gap put your stop maybe above the first candle of the ferrability
629120	635520	gap or maybe above here just to be on the safe side and i remember we targeted this
636480	643520	and this low here but we could have targeted this level here as well because this is an ABC
643520	650640	formation and on the ABC strategy as we know we target this level as our take profit so if i
650640	660320	play this through you can see that we got our entry right and if i play this through you can see
661280	667040	just because we knew the intraday bias we knew that the auto flow has shifted on you know the
667040	675120	dollar and we knew that um the your USD has swept the liquidity we took this entry and
675120	681840	look at that beautiful move this is like textbook example of this strategy or technique that you
681840	688800	can use in your trading so right here i use this technique with ABC strategy you can use it
688800	696800	as a standalone strategy as well and it's going to work perfectly fine it doesn't have to be
696800	701680	combined with any other strategy it can work just absolutely fine but please keep that in mind
702800	708160	i can give you the best strategy in the world and it will not work for you if you are not going to
708160	713920	back test it i want it's just not simple forex it's not simple gas trading is not that simple okay
713920	718880	yeah the strategies that i'm teaching you are simple but they require back testing okay
718880	723360	they're not just like you're going to start using them on a real chart right now and you're
723360	728480	going to make profits no yeah maybe if you get lucky but if you don't know the movement right if
728480	733040	you don't know your peer if you don't know the asset that you are trading you don't know the
733040	738960	movement of of that asset all right you're going to fail tremendously so back testing is a must
739600	750240	at least test 100 times for your own sake okay so this was a perfect example we got 6.81
750240	758880	and notice that we are in a new york session around here right so make sure your entries are
758880	764880	during kill zones or you know a new york session preferably you can trade out in a London session
764880	774240	as well make sure you don't trade Asian all right it's just not reliable for me i mean it can work
774240	781440	for you but it's just not for me so i only trade London and New York so this was an example number
781440	791360	one we used your USD and dollar index now similarly if you if you have a liquidity sweep right and
791360	798000	let's say you have a liquidity sweep on bitcoin and you don't have a liquidity sweep on ethereum
798000	802320	it's just and the ethereum is telling you that the autoflow has shifted in a bearish trend you
802320	810000	can trade ethereum as well because ethereum is now a weaker or you could say weaker in terms of bullish
810000	815600	right in terms of bullishness so you can trade that pair as well instead of the one that swept
815600	821440	the liquidity but notice that how we got a greater risk reward ratio because we traded the
821440	828160	pair that swept the liquidity so i hope that clears that doubt so let me move on to the next
828160	837520	example all right this example is for crypto bros right so we are looking at bitcoin and ethereum
837520	844240	smt divergence here so on bitcoin you can see we have a higher high right we have a higher high
844240	850400	higher low and then we have a liquidity sweep right but over here you can see if we may hear
850400	860560	from this candle right you can see that price failed to break the high of this candle and also
860560	868400	this high right so this clearly shows us that the autoflow has shifted into a bearish trend
868400	872400	after the liquidity sweep you can see that the candle that sweeps the liquidity you want to point
872480	878400	your cursor towards that candle and you see if it has swept the high on ethereum as well in this
878400	884400	example it has not right so after the liquidity sweep what you do is simply go back to the one
884400	890640	minute time frame if you are looking at under 15 minute time frame right and you look for extreme
890640	899200	fair value gap and extreme fair value gap is around here you can see and i can use this whole candle
899200	905920	as my stop loss i will put my stop here and i can look to target
908720	912720	maybe this fair value gap here right there's this fair value gap here
914080	923120	or i could target this low here as well or i could target this low here as well so let's target
923200	932080	3.5 or eventually just to actually let's do this right so you can see we have our entry
932080	939680	after liquidity sweep and it just melts like a candle just goes down
943840	950000	and it hits our take profit right so look at the power of this thing right you
950000	956560	knew that your short term bias is bearish because of the SMT divergence
958000	964240	right and due to that you managed to win this trade it's really that simple you this is a very
964240	973600	very powerful tool that you can use so you can see that we had a a small divergence here
974560	983440	and over here you can see that we failed to create a higher high so this tells us only one thing
983440	989120	you could have traded this as well you know you could have looked for an a look for a
989120	994240	fair value gap around this level or maybe here and then you took a trade here but i recommend
994240	1000480	as i always say recommend that you trade the pair or asset that sweeps the liquidity
1001120	1006800	that was a beautiful trade right as you can see it works with crypto as well if you're using
1006800	1016160	Bitcoin Ethereum right because they have similar movements as you can see so and also notice that
1016160	1025440	this was also an ABC strategy right so we had an ABC pattern and then we had a divergence oh sorry
1025920	1034400	a autoflow shift on Ethereum this tells us that the momentum is moving to the downside right
1035120	1042560	the Ethereum is now weaker in terms of being bullish right and this right here tells us there
1042560	1049520	was a liquidity sweep so we trade this and we write it down so this was example number two as you can
1049600	1058080	see it works with crypto as well and yeah guys let's move on to the another example
1058080	1062880	all right guys in this last example i'm going to show you how you can use three correlated
1062880	1069120	pairs together in order to trade so we have three correlated pairs like NAS 100
1070000	1077920	Dow Jones US 30 and S&P 500 right so you can look at three of these shots right three of these
1079920	1085200	you can you can look three of them right and look for the one that sweeps the liquidity
1085200	1092160	out of all these three right so you can see over here we have higher high higher low higher high
1092960	1100000	on NAS 100 so yes we swept the liquidity here over here you can see this right if i mayor from
1100000	1110240	this candle we could not make a we could not break this candle high here just like NAS 100 did right
1110240	1116720	you can clearly see that this candle on US 30 price failed to create a higher high
1117520	1123840	it just kept on going down this right here this exact reference candle this right here right
1123840	1128480	that swept the liquidity you move your pointer to that candle and look at this candle it did not
1128480	1139040	sweep the liquidity so we can trade this pair also if you look at NAS S&P 500 you can see that
1139120	1149360	S&P 500 also swept the liquidity right so you could trade this pair as well it's that simple
1150000	1158160	if this one pair is showing you know weakness in bullish direction you can trade the other pairs
1158160	1164080	in the same momentum right the bearish momentum because the autofel has not shifted into a bearish
1164080	1173280	trend so you can trade this and this as well so on NAS 100 after the liquidity sweep if you go
1173280	1179600	back to the one minute time frame we look for market structure shift and it happens right here
1179600	1188080	right it happened right here you can see so now when you have a fair value gap this big right what
1188080	1193360	you can do is go back to go to the higher time frame like this and it's going to show you another
1193360	1198240	fair value gap which is right here if I go to the three minute time frame all right so the
1198240	1204880	two minute time frame is this fair value gap and to further refine your entry what you can do is
1204880	1211520	you can use your Fibonacci from the start of the fair value gap to the end of the fair value gap
1211520	1220320	and you can take your entry from the 0.5 level yeah out of 10 times you're going to miss your entry
1220400	1226400	two times or three times but you're going to get a better entry right so we could take our entry
1226400	1232400	from here we can put our stop loss at the top of the fair value gap candle let me remove this
1234160	1243120	and let's wait for our target to be made all right so I think we have a target here which would be
1243120	1252240	this low here so let's see how this plays out all right so we get our entry right and if I
1252240	1260160	play this through you're going to see that we eventually go ahead and hit the take profit level
1262080	1269840	so this is 3.56 if you took a refined entry right if you took your entry from this fair value gap
1269840	1278720	and put it here this would have been a 1 to 2.28 which is really nice
1280800	1288400	so this is how you can use combinations and look for divergences and trade SMT guys
1289680	1294320	so I'm going to give you a little bit of tips that you can use
1294560	1306080	to even increase the win rate of the strategy right so what is as in my previous course videos I
1306080	1313280	have taught you guys premium and discount zones right so let's suppose that on a higher time frame
1313280	1319760	like the four hour time frame on a or a one hour time frame price direction is bullish right so
1319760	1325200	price is continuously making higher high high low higher high so when you have a
1326640	1332720	higher high high low and then you have a new higher high here you use your Fibonacci from that
1332720	1342560	new higher high right and you wait for price to come back into a discounted zone so now when the
1342560	1350640	price comes back into a discounted zone then you can look for SMT divergence around this level
1350640	1357200	on a 15 minute time frame right now that is going to increase your win rate by even more so
1358320	1363840	notice what I have explained here you use premium and discount with SMT and it's going to increase
1363840	1370160	the win rate all right if you are really serious about doing that because sometimes when I tell
1370160	1376480	people about using premium discount and using like a hard time frame confluence they just don't
1376480	1383360	want to do it right because they want easier way to trade but if you just implement this little
1383360	1389920	thing in in this strategy it's going to increase your win rate okay so you look at the hard time
1389920	1398240	frame so let's suppose that this is a one hour time frame or let's do four hour time frame okay
1399040	1404000	so price is making higher high high low higher high on a four hour time frame you know that the
1405600	1411520	the market structure is bullish now what do you do you wait for price to come back into a discounted
1411520	1419600	zone below a 0.5 level and then you look for smaller time frame SMT divergence so let's suppose
1419600	1427520	that you are looking at your USD here right so you're looking at your USD so on your USD you have
1427520	1431360	liquidity sweep and on DXY dollar index what you have is a
1436320	1444720	is a weakness all right so you have a weakness in DXY in terms of bullish so now this is going to
1444720	1451440	like oh my god this is going to be like the best entry that you can take okay so sorry guys I have
1451440	1459040	flew at the moment so yeah so you notice how we can implement PD areas premium discount
1459040	1469120	areas into our trading and it can work like a charm and let me think what comes what else comes
1469120	1476880	to my mind so make sure that you are you know trading during kill zone hours all right you can
1476880	1481040	go into the indicators tab and you can just type in iced kill zones right
1482880	1487920	and there are so many indicators that you can use so let's say iced kill zone boxes this one right
1487920	1495840	here and now you can trade uh within these kill zones right you should get the entry within this
1495920	1509280	time period so you can use like a high time frame structure PD array premium discount right
1512480	1522320	SMT divergence on 15 minutes right and some other time frame
1522800	1535760	um market structure shift um with fair value gap and you take your entry so this is like a whole
1536400	1543040	model that you can use to trade you can yeah of course you can use this as a standalone strategy
1543040	1550480	as well the SMT divergence but if you just add these things together because you know you gotta
1550560	1556640	do a little you gotta just add these things together and combine them together to create
1556640	1564480	your own strategy right like if every single person starts starts using the same strategy
1564480	1568960	right it just makes no sense because everyone is going to be a millionaire right so it's just
1568960	1573520	gonna destroy the economy and everyone is sitting with a billion dollars in their bank accounts right
1574160	1581680	there is no perfect strategy guys the perfect strategy is only when you back test it and just
1582320	1589440	you know change the strategy in your own way you just create that strategy in your own way
1590080	1594800	by back testing forward testing and you know just journaling each and everything
1595680	1603920	so I will end this lecture on SMT divergence right now and we are going to move forward with
1603920	1610080	our course videos if you have any questions about the strategy you can ask me in the discord
1610080	1616080	channel and if you didn't understand anything please re-watch the video and I'll see you guys in the
1616080	1622160	next video
