start	end	text
410080	416200	autoblock to be valid. Okay, so it does not have to break the high over here.
418800	424920	Right. And then you would consider this as your POI or autoblock. No, if you know
424920	430520	that the trend is bullish, you mark out every single bearish candle below the
430520	436880	price action. So let's say that this is a bearish candle, right? And the bullish
436920	441280	candle closes above it. So this is the bearish candle and this is the bullish
441280	446360	candle, right? Even that is a valid autoblock. So you wait for price to come
446360	453280	back into this autoblock, you drop down to 15 minute timeframe, you look for
453280	457000	market structure shift, it's going to happen something like that. You take your
457000	463920	entry and boom. So let's say there was like, let's do this something like that.
467760	475320	Okay, this is a bearish candle, right? And after that, you have a bullish candle
475320	480600	and the body of the bullish candle closes above the body of the bearish candle,
481400	487560	wicks don't matter. So if the body closes above the bearish candle, right,
487600	494760	bearish candle's body, then that is a valid demand zone or an autoblock price
494760	501560	comes back as long as this, as long as the low, the wick is not violated.
501600	506000	So let's say there's the wick of this autoblock, right? So you keep looking for
506000	512840	market structure shift until this level is broken or this level is violated.
512880	517640	Once that happens, that autoblock becomes invalid. However, let's say that you
517640	523480	have an autoblock here. Okay, maybe you have an autoblock here. So you choose
523480	528960	the body of the candle. Oops, my bad. You choose the body of the candle like
528960	534200	that. Cool. And then you look for market structure shift on the smaller time
534200	540360	frame and you take your entry, one to two, simple as that. I'll give you guys a
540360	542600	couple of examples. And then I'll end the video.
