start	end	text
729000	736000	So on the next day, I will be anticipating for price to either take out the daily high or the daily low.
736000	737000	So this is the daily high, daily low.
737000	739000	And on the next day, let's see what happens.
739000	743000	We have taken out the daily high over here.
743000	754000	And if I use my FIP tool from the dealing range low to dealing range high, you can see that the fair value gap resides in this level around here.
754000	758000	So this is going to be our draw on liquidity, right?
758000	765000	Now, technically, I could be using this as my dealing range, right?
765000	766000	But because, why?
766000	771000	Because we swept this liquidity and we pushed up, right?
771000	781000	So, but since there is no fair value gap in the, so if let's suppose that I use the FIP tool here, there's no fair value gap below the 0.5 level.
781000	784000	So we're going to just use the one that is available to us.
784000	789000	So I'm going to drop down to 15 minute time from now.
789000	794000	And you can clearly see that we got a market structure shift right here.
794000	796000	Higher high, higher low, and then a higher high.
796000	806000	Now, let's see if we have something clean on the five minute down from, we could either have a fair value gap or something that we can take our entry from.
806000	811000	And just around here, you can see we have this fair value gap.
811000	815000	So you can basically do this as well to refine your entries.
815000	819000	Don't overdo it because that's going to just back for at you.
820000	827000	So, we are getting somewhere at 1.81 RR so we can slightly decrease our stop loss to get one to two Richard Ward.
827000	829000	So now let's see how this plays out.
832000	836000	And since we are trading GPP JPY, right?
836000	841000	Since we're trading the Japanese pair, we can actually trade the Asian session, okay?
841000	843000	So that's totally all right.
844000	851000	Now you can clearly see that the take profit level was beautifully hit.
851000	855000	Just go for one to two Richard Ward at max, right?
855000	861000	If you really want to be like, if you don't want to deal with psychological issues.
861000	865000	But go ahead and try it out and please try to pair up SMT divergence with this.
866000	876000	So for example, if you got SMT with like your JPY here, then that would give you extra confirmation.
876000	878000	So that is it for this chapter guys.
878000	881000	I'll see you guys next weekend.
